incubator,location,incubee,current_incubatees,graduated_incubatees
AGBI,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6f060ee4b0bf8415d23c69.html,0,0
Atal Incubation Centre - EMPI,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6b79eee4b0bf8415d21390.html,0,0
Malaviya Centre for Innovation Incubation and Entrepreneurship,Varanasi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6b6743e4b0bf8415d2112a.html,0,0
Electropreneur Park (EP) Bhubaneswar,Bhubaneswar Odisha,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6b5dd2e4b0bf8415d20fd0.html,0,0
Bangalore Bioinnovation Centre,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6b4eb4e4b0bf8415d20dba.html,0,0
NEURON Coe,Mohali Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6b25bfe4b0bf8415d2084c.html,0,0
STPI Gurugram,Gurugram Haryana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6a3068e4b0bf8415d1fcf9.html,0,0
SAURJYA RANJAN PATRA,Bhubaneswar Odisha,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6a1fc4e4b0bf8415d1fa07.html,0,0
SmartAgri,Patna Bihar,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6a1a1ae4b0bf8415d1f95f.html,0,0
MOTION,Pune Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6a1241e4b0bf8415d1f83f.html,0,0
MedTech- A Centre of Excellence in MediElectronics & Health Informatics by STPI,Lucknow Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6a0efee4b0bf8415d1f559.html,0,0
ABI ICRISAT,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e69f58ee4b0bf8415d1f1fd.html,0,0
AIC ADT BARAMATI FOUNDATION,Baramati Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e688811e4b0bf8415d1d650.html,0,0
Karunya Technology Business Incubation Park,Coimbatore Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e6484c7e4b0bf8415d1a222.html,0,0
SANDIP Incubator Association,Nashik Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e633e38e4b0bf8415d18ff2.html,0,0
SR Foundation,Warangal Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e60d002e4b0bf8415d157ba.html,0,0
Centre for Innovation Incubation and Business Modelling,Jammu Jammu and Kashmir,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e60a55de4b0bf8415d15337.html,0,0
Center for Healthcare Entrepreneurship,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e5df94be4b0bf8415d11ff7.html,0,0
UPES Council for Innovation and Entrepreneurship,Dehradun Uttarakhand,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e5b4881e4b0bf8415d0ee99.html,0,0
Aiclmcp Foundation,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e50deb2e4b0bf8415d01070.html,0,0
Kalasalingam Academy of Research and Education,Srivilliputhur Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4d21bae4b0bf8415cfc24c.html,0,0
University Innovation Cluster University of Rajasthan,Jaipur Rajasthan,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4ce215e4b0bf8415cfb914.html,0,0
EDII Trichy Agribusiness Incubation Forum,Tiruchirappalli Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4b70c0e4b0bf8415cf9312.html,0,0
ANKURGECA INCUBATION CENTRE FOUNDATION,Aurangabad Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4a9861e4b0bf8415cf8b2d.html,0,0
IKSC,Gurugram Haryana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4a8e40e4b0bf8415cf8a7b.html,0,0
NIPER Guwahati,Guwahati Assam,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4a7647e4b0bf8415cf87bc.html,0,0
G H Raisoni Technology Business Incubator Foundation,Nagpur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4a6c78e4b0bf8415cf868b.html,0,0
BioNEST Panjab University,Chandigarh Chandigarh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e497a53e4b0bf8415cf6fc3.html,0,0
BĀLIMICORP EPL,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e426846e4b00af98432be4a.html,0,0
INNOVATION AND INCUBATION CENTRE FOR ENTREPRENEURSHIP,Bhopal Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e412ef5e4b0bf34fcfb2041.html,0,0
eMERG INDIA,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e4103f5e4b0bf34fcfb1a44.html,0,0
Karpagam Technology Business Incubator,Coimbatore Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e3e8b4de4b0bf34fcfafc1e.html,0,0
Headstart Network Foundation,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e3e678ae4b0bf34fcfaf8fa.html,0,0
HBF DIRECT LIMITED,Noida Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e3bc5b2e4b0bf34fcfa9632.html,0,0
Aventureux,Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e3aaec8e4b0bf34fcfa8709.html,0,0
IIM Kashipur Foundation for Innovation & Entrepreneurship Development,Kashipur Uttarakhand,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e33be4ee4b0bf34fcf9e3d0.html,63,73
ALPINO,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e318c92e4b0bf34fcf9c509.html,0,0
ALPINO,Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e30371ae4b0981e90be72f2.html,0,0
Nashik Engineering Cluster,Nashik Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e2fd003e4b0981e90be652e.html,0,0
Punjab Agri Business Incubator,Ludhiana Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e2eac92e4b0981e90be5294.html,0,0
SuryaKranti Solar Challenge,Perumbavoor Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e2d4ca4e4b0978ef9bf8a13.html,0,0
Nesco Foundation for Innovation and Development,Anand Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e257057e4b0978ef9bef8d4.html,0,0
ICOT Incubation Center - Bhopal,Bhopal Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e23d324e4b0978ef9beda4d.html,0,0
NetEdge Incublator,Noida Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e23104fe4b0978ef9bed4f7.html,0,0
Entrepreneurs Association of India,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e218f26e4b0978ef9bebca4.html,0,0
Entrepreneurs Association of India,Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e2097cae4b0978ef9be9e99.html,0,0
Mohammad Najmuzzaman,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e201cc5e4b0978ef9be7e3e.html,0,0
Villgro innovations foundation,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e1f30ede4b0978ef9be2747.html,0,0
India Accelerator,Gurugram Haryana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e1da847e4b04bc11ecdd92f.html,0,0
IVRI Pashu Vigyan Incubator,Bareilly Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e1c6d10e4b04bc11ecd66b8.html,0,0
Arpan Bohra,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e19a6dbe4b0cb88a1d4bc81.html,0,0
AICRA,Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e183f29e4b0d77eb74a1136.html,0,0
MONYARUN,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e15f842e4b0d77eb7498252.html,0,0
AIC MAHAMANA FOUNDATION FOR INNOVATION AND ENTREPRENEURSHIP IM BHU,Varanasi Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e1599c9e4b0d77eb7496ba3.html,0,0
AIC-AMTZ MediValley,Visakhapatnam Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e158208e4b0d77eb74963c5.html,0,0
IITM INCUBATION CELL,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e146aede4b0ea02f54cfc43.html,0,0
Western Digital,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e142303e4b0ea02f54ce28c.html,0,0
Techno Hub,Jaipur Rajasthan,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e130b32e4b0ea02f54c899c.html,0,0
StartUP Conclave,Nagpur Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e11e28ae4b09d3f89a25f47.html,0,0
Gujarat Technological University Innovation and Startup Centre,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e10656ee4b09d3f89a24d6a.html,0,0
PARASMANI FOUNDATION,Siliguri West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e0f51a0e4b09d3f89a23ad1.html,0,0
Chandragupt Institute of Management Patna (CIMP),Patna Bihar,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e0e29ffe4b09d3f89a1dbe3.html,0,0
AIC ADT BARAMATI FOUNDATION,Baramati Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e0b268ce4b06e4d20132e78.html,0,0
Malabar Innovation Entreprenuership Zone,Kannur Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e0b160ee4b06e4d20132825.html,0,0
Dream Hatcher Incubation Center,Gwalior Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e0b04e6e4b06e4d201321c3.html,0,0
Jawahar RABI,Jabalpur Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e0add1be4b06e4d20130516.html,0,0
PDEU Innovation and Incubation Centre,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e09e942e4b06e4d2012b1c5.html,0,0
Huddle,Gurugram Haryana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e098913e4b098d21eef7218.html,0,0
Jabalpur Incubation Center,Jabalpur Madhya Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e09777fe4b098d21eef644d.html,0,0
Womenergy Association of Incubators in Manufacturing,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e089bbae4b098d21eef29d8.html,0,0
Pilani Innovation & Entrepreneurship Development Society,Pilani Rajasthan,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e07365ce4b098d21eef02f8.html,0,0
Technopark Technology Business Incubator,Thiruvananthapuram Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e06d7cee4b098d21eeed0b2.html,0,0
wehub,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e05bad4e4b0e5b992226bf2.html,0,0
Veltech TBI,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e04a27ce4b02f31768f8b33.html,0,0
91springboard EIC,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e0486c9e4b02f31768f8320.html,0,0
Darius Chinoy,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e047fb8e4b02f31768f7f82.html,0,0
Venture Catalysts,Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e047139e4b02f31768f7986.html,0,0
Krishik Agri Business Incubator,Hubli-Dharwad Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e01aed4e4b02f31768e710c.html,0,0
GLF Business School,Kolkata West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e009940e4b02f31768e1439.html,0,0
Sri Jayachamarajendra College of Engineering – Science & Technology Entrepreneurs Park (SJCE-STEP),Mysuru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e009232e4b02f31768e12f3.html,0,0
AIC Banasthali Vidyapith Foundation,Jaipur Rajasthan,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5e00827ce4b02f31768e101d.html,0,0
NASSCOM COE IOT,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dfc8228e4b0265274432681.html,0,0
AIC Sangam,Gurugram Haryana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dfc7811e4b0265274432538.html,0,0
TIDES Business Incubator,Roorkee Uttarakhand,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dfb2f0be4b026527442e79e.html,0,0
REVA NEST,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dfb0b87e4b026527442cf80.html,0,0
CPDMED TBI IISc,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dfa66cae4b0265274429d39.html,0,0
Chitkara Innovation Incubator Foundation,Chandigarh Chandigarh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5df8adbfe4b07a78d9cdd107.html,0,0
ASPIRE-BioNEST,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5df8ac3ee4b07a78d9cdd0c2.html,0,0
SSIIE-TBI,Tirupati Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5df87c76e4b07a78d9cda39f.html,0,0
DE Entrepreneurs Club,Zirakpur Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5df7c14ce4b07a78d9cd5d24.html,0,0
CIE at IIITH,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dee0a0fe4b04e0095278d68.html,0,0
SR FOUNDATION,Warangal Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5ded18aae4b04e0095278529.html,0,0
Jodhpur Handicrafts Exporters Association,Jodhpur Rajasthan,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dea361be4b04e0095276335.html,0,0
GNLU Legal Incubation Council,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5de9ec51e4b04e0095275aff.html,0,0
ABES ENGINEERING COLLEGE GHAZIABAD,Ghaziabad Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5de9dfb8e4b04e0095275a20.html,0,0
IIMCalcutta Innovation Park,Kolkata West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5de7ad62e4b0a2c0e8cf30b4.html,0,0
Gujarat University Startup & Entrepreneurship Council (GUSEC),Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5de6167ee4b0d785f8424fdb.html,0,0
JITO Incubation and Innovation Foundation,Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5ddfbc4de4b0d785f841e8c5.html,0,0
STPI,Mohali Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dc947ace4b0e286cdc6f200.html,0,0
Foundation for Innovation and Technology Transfer,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dc4fe9de4b0437dbc487082.html,0,0
Sathyabama TBI,Chennai Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dc247ede4b099d3a8eb06cb.html,0,0
SPTBI,Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5dbd6da7e4b099d3a8eac54a.html,0,0
Global VC,Margao Goa,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5db2d502e4b0a15423acddcb.html,0,0
CVRCE Technology Incubation Foundation,Bhubaneswar Odisha,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5db18eb3e4b0a15423acccac.html,0,0
Rungta Business Incubator (RUBI),Durg Chhattisgarh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5db148c1e4b08fc2aba5d2cb.html,0,0
T-Hub Foundation,Hyderabad Telangana,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5da6b5bfe4b0fdee1a8d5cba.html,0,0
Thestartupxpress,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5da57d80e4b0fdee1a8d44f2.html,0,0
Innovation Incubator Advisory Pvt Ltd,Thiruvananthapuram Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d9ef445e4b0fdee1a8cab4d.html,0,0
Founderpassion Foundation,Coimbatore Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d9cafbde4b0fdee1a8c4474.html,0,0
Unicorn Nest,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d95ea87e4b05eaf4e0d5aa2.html,0,0
Level212 coworks LLP,Pune Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d94b1bfe4b05eaf4e0d4668.html,0,0
Pillai Center of Innovation and Entrepreneurship,Navi Mumbai Maharashtra,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d87747be4b05eaf4e0c6deb.html,0,0
Supreme Incubator,New Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d739677e4b0fad8ed6be939.html,0,0
AIC IIITKottayam,Palai Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d72296be4b0fad8ed6bc941.html,0,0
Startup Incubation and Innovation Centre IITK,Kanpur Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d6cfa85e4b0f86f4a0e745a.html,0,0
FOUNDERS CUBE COWORK INCUBATION PRIVATE LIMITED,Bengaluru Karnataka,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d6cf350e4b0f86f4a0e738e.html,0,0
KIIT Technology Business Incubator,Bhubaneswar Odisha,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d47e588e4b034c3410403ec.html,0,0
CIIE Initiatives,Ahmedabad Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d3fe2b3e4b034c34103118f.html,0,0
Atal Incubation Centre - Shiv Nadar University,Noida Uttar Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d3fdf0ce4b034c341030acb.html,28,11
AIC ISB,Mohali Punjab,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d3a9acee4b03beb136075fd.html,0,0
SCTIMST-TIMed,Thiruvananthapuram Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d302f20e4b03beb135f0a7e.html,0,0
JEPPIER Engineering college,Arakkonam Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f668ae4b03beb135efc32.html,0,0
Guntur Engineering College,Adoni Andhra Pradesh,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6687e4b03beb135efc2f.html,0,0
Knowledge Institute of Technologuy,Arakkonam Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6683e4b03beb135efc2c.html,0,0
SNS College of Engineering,Arakkonam Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6680e4b03beb135efc29.html,0,0
Mahendra Engineering College,Arakkonam Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6679e4b03beb135efc23.html,0,0
Zonal Technology Management Business Planning and Development Unit IARI,Delhi Delhi,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6676e4b03beb135efc20.html,0,0
Xavier Research Foundation Loyola Centre for Research and Development St Xaviers College,Adalaj Gujarat,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6674e4b03beb135efc1d.html,0,0
Vivekanand Institute of Biotechnology,Adra West Bengal,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6670e4b03beb135efc1a.html,0,0
VINAYAKA MISSIONS KIRUPANANDA VARIYAR ENGINEERING COLLEGE,Arakkonam Tamil Nadu,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f666de4b03beb135efc17.html,0,0
Technopark Technology Business Incubator T-TBI Park Centre Technopark,Adoor Kerala,https://www.startupindia.gov.in/content/sih/en/profile.Incubator.5d2f6658e4b03beb135efc05.html,0,0
